id,username,password,first_name,last_name,first_name_eng,last_name_eng,gender,DOB,faculty,department,field,student_type,education_level,admit_year,graduation_year,gpax,role,profile_picture
119754,nuchni.thongsin@gmail.com,b'$2b$12$sRmkTptxW7NE2gdeMPmYY.6mcuTlyapz.XkZeRbm0eHdltJLe14sO',นุจรี,ทองสินธุ์,nuchni,thongsin,F,2536-09-08,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2555,2557,2.54,alumni,
603532,rosida.thotyotin@gmail.com,b'$2b$12$zgkqc2WjLUqh0k7FcJGjruxs6jxk0TS1vvDJbOgsR2hWFXEbP0v02',รอซีด๊ะ,ทศโยธิน,rosida,thotyotin,F,2536-06-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2552,2555,3.72,alumni,https://placekitten.com/425/290
159696,pilakt.ninahani@gmail.com,b'$2b$12$8rF5lZs3EhpGevPA/g3rfOgXTD5cuFTf0pol5p3TioJYrs/Bc/jY.',อภิลักษณ์,นิระหานี,pilakt,ninahani,M,2529-07-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,2546,2550,4.0,alumni,
595206,anthika.ninsnua@gmail.com,b'$2b$12$LHcwhMAU.8JjcA3motde5uM2RNexCjHYpH3U0RnQhiKPJ5WT4JGh2',อัญธิกา,นิลสลัว,anthika,ninsnua,F,2542-07-27,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2560,2563,2.75,alumni,
677919,phinaiphon.bunyaphat@gmail.com,b'$2b$12$mAxpXF20OBLOpRNZDYQUce9bZfkqmYvdkNI1PYfjfaRAm0uY3NKDG',พิไลพร,บุณยะภาชน์,phinaiphon,bunyaphat,F,2539-10-24,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2556,2559,2.04,alumni,
875707,kongsin.thnatphimpkan@gmail.com,b'$2b$12$KExrqsEvVEZaupYL.FUnPOTKsc.u10VP56cVBxKEo6C7CoVLfgtj6',กองสิน,ถนัดพิมพการ,kongsin,thnatphimpkan,F,2524-04-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2542,2545,1.57,alumni,
742922,nupan.nuanpheng@gmail.com,b'$2b$12$o/4/GxRVOjZIutgxWFRyAOydS56pCxNWpSmHmNF9rBNrdQmVqFirC',อนุบาล,นวลเพ็ง,nupan,nuanpheng,M,2525-07-16,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2542,2543,3.46,alumni,
753449,niwiltan.snitaan@gmail.com,b'$2b$12$M6s57sWYiAifuh7d5fVYlOEmgbR.B771Wo6imbC3N6uph30JOJbiC',นิวิลดาน,ศรีตะวัน,niwiltan,snitaan,F,2514-11-07,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2534,2538,3.45,alumni,
692518,khiao.maitaeng@gmail.com,b'$2b$12$DvEEonDJ6zMHiKyS6x7.2eNsyF8hz9ftYS4mJ65E45de9NK1CQUwe',เขียว,ไม้แดง,khiao,maitaeng,M,2528-01-02,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,2548,2551,2.36,alumni,
271517,asuema.khamenok@gmail.com,b'$2b$12$icrX15/oSk6HZLnMeKJnm.7jzuF954Q4cpaW9rqLZ0.Y/gAzzfNia',อาซือมะ,ขำเอนก,asuema,khamenok,F,2528-09-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,2547,2550,3.73,alumni,
367384,pin.thupawino@gmail.com,b'$2b$12$w92j1eUQ9zO2KFfOWNesVuaZBIGpcYjeReupBGpZgnW.xBlFCCzx6',ปวีณ,ธูปะวิโรจน์,pin,thupawino,M,2511-10-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2531,2533,2.63,alumni,
570830,wamuammat.nimtham@gmail.com,b'$2b$12$XVo0CmAzKHh8fMvbnus9E./a2R82TmUInFDERVk.d48dKtdVcbLCS',วาร์มูฮำหมัด,นิยมธรรม,wamuammat,nimtham,M,2515-08-22,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2533,2536,2.69,alumni,
164176,wonrnat.phiraphenkun@gmail.com,b'$2b$12$iqOKK7S3afvRiQvDtGVT7.gSPosaCGaFN6.Z5e5Wbvmz0XsVLFfmi',วรรณาต,พีระเพ็ญกุล,wonrnat,phiraphenkun,F,2536-05-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2554,2559,4.0,alumni,
760373,chnichatn.thupom@gmail.com,b'$2b$12$/Yj7CqOBWOILbAFBgZAr/ue3fgEPzX058grDZWpagwSsI8Gn3.OnW',จริยฉัตร,ธูปหอม,chnichatn,thupom,F,2534-09-24,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2551,2554,2.71,alumni,
598202,smtai.phuphakti@gmail.com,b'$2b$12$YK8pgnZhp0qDvZMXIWxsRO.ZpaFapDNkq4zEJnX1tHdOMOUHF82Fu',สมใจ,ภูภักดี,smtai,phuphakti,F,2517-10-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2537,2539,2.83,alumni,
816820,phura.khundam@gmail.com,b'$2b$12$UDTcLPRCCgkgt6/p5peQC.YE1H.I4dQN2ZkXHzuvNOQaCZrrDckIa',ภูวรา,ขุนดำ,phura,khundam,M,2543-08-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2559,2562,3.11,alumni,
224552,pnaphatn.thnomphon@gmail.com,b'$2b$12$Qk9Q5/IklRPXmQX91ZfIGuXvXY4l6P4wOGgKYlKs.3EtqyDLLnn0u',ประภัทร์สรณ์,ถนอมพล,pnaphatn,thnomphon,F,2528-07-13,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2545,2545,3.34,alumni,
162851,thitaphon.khiaoon@gmail.com,b'$2b$12$9WH5j0pmtsjt4HmD92jHZef9eC1w0CvTmkm8NQK64WDLuCXO5bOQW',ฐิตาพร,เขียวอ่อน,thitaphon,khiaoon,F,2519-05-12,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2536,2538,2.62,alumni,
111141,pattphong.nunsuk@gmail.com,b'$2b$12$e8GPdRv2Sa11FfabtlVmaeGjoilAUBk40lnp2dMEe8eqzz8vBXy.S',ปัตถพงษ์,หนุนสุข,pattphong,nunsuk,M,2514-10-24,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2532,2535,3.86,alumni,
833140,nattpn.thongu@gmail.com,b'$2b$12$9JPK9KI5xAUnVoRPrDo/VOE003H83GVEYZ33tOqwvoUz/yBJ6CYom',ณัฐธภรณ์,ทองอยู่,nattpn,thongu,F,2515-03-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2535,2539,1.97,alumni,
496636,meta.sniwong@gmail.com,b'$2b$12$XEU5uchlXn/4/NRe/Hd0xuOeLf/SR0q/7egr5wyWZVgXc9jNzOu0m',เมษา,ศรีวงค์,meta,sniwong,F,2519-09-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2535,2538,3.13,alumni,
694059,nuchni.bindi@gmail.com,b'$2b$12$Tgr8SQtK2..0zyMYbHXoMOT6eNP.OfUQq5nSffirJZfrvJ2eDutSa',นุจรี,บินดี,nuchni,bindi,F,2529-07-12,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2548,2550,2.59,alumni,
540525,sopn.chamnanwat@gmail.com,b'$2b$12$J9BfrqVxbj8njkzoARCT4OKLzcs7DrWJrJH3bYZ03TrT6JgGmeDpe',โสภณ,ชำนาญวาด,sopn,chamnanwat,M,2532-12-27,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2548,2552,4.0,alumni,
284374,bunkoet.naendutpom@gmail.com,b'$2b$12$UjyaYjwKvMlP0L1ZfhdeGep93CiTZ4sdsTHoc1rM9Pl.6WGoeB/TS',บุญเกิด,แน่นดุจป้อม,bunkoet,naendutpom,M,2529-06-29,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2546,2550,2.89,alumni,
155493,metni.lekaphan@gmail.com,b'$2b$12$pITWFose5BKkWFH5G7fXsupfrQcfAgq4okY0prd0xgCCdqk8Mmytu',เมทนี,เลขะพันธุ์,metni,lekaphan,F,2542-06-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2560,2562,4.0,alumni,https://placekitten.com/85/313
742017,yusonon.naknp@gmail.com,b'$2b$12$T98A7cKL6QXURc0aNCWDkO/4BmNtX6f4Nz1MR7QuKtXJereBssAlG',ยุศรอน,นักรบ,yusonon,naknp,M,2537-07-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2556,2560,3.45,alumni,https://dummyimage.com/24x666
133334,aaeso.ninahani@gmail.com,b'$2b$12$aqhLJKtGMrRQpDHJWN6QW.CaVCgjMmkPIzLOQV3DQDfLUI/4TTGai',อาแอเสาะ,นิระหานี,aaeso,ninahani,F,2521-04-27,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2538,2541,2.47,alumni,https://dummyimage.com/674x700
622439,intni.bunyalai@gmail.com,b'$2b$12$BtXpdorCfySJNoyQF8bxJ.siromdi8FK.Apnlp/4AzCc.860HrBzK',อินทรีย์,บุญญาไลย์,intni,bunyalai,M,2517-07-18,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2537,2539,3.75,alumni,
600583,kainrung.nutnaeonum@gmail.com,b'$2b$12$28bws976uOjMaMA2/RiIK.O.13QFRXP2UaP/wGeyIKhSx6EgTb9cq',ใกล้รุ่ง,นุชแนวนุ่ม,kainrung,nutnaeonum,F,2537-07-29,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2554,2557,3.63,alumni,
197389,pianan.kaeochonkhnam@gmail.com,b'$2b$12$Yo6qS02Eb9wuTk6P5U3X6.qIT7uFt/S.Nc13pY9Zk9ZxpAl6HtKSa',ปิยะนันท์,แก้วชลคราม,pianan,kaeochonkhnam,M,2538-12-04,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2557,2559,4.0,alumni,
878467,theotsak.romthitirat@gmail.com,b'$2b$12$mj.eP1RVJ3rIohyZ0oWC2uunyYo3RSIImrbNUbyxIt0DAnNfZo7kq',เทอดศักดิ์,ร่มธิติรัตน์,theotsak,romthitirat,M,2526-08-03,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2546,2550,4.0,alumni,
962561,nuni.thamnim@gmail.com,b'$2b$12$h3efP649WIo.2zK5z73oQ.YiqeVFEJRbUWEBXp.xCrGYhcwxuUGlS',อรุณี,ธรรมนิยม,nuni,thamnim,F,2531-08-06,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2549,2552,2.2,alumni,
393747,chlida.bunatirna@gmail.com,b'$2b$12$f/EDAlhXfH56oGLvPBlvD.UqhV7M/iIPbbWlReesw755GXqNXsof.',ชลิดา,บุนยะตีรณะ,chlida,bunatirna,F,2534-08-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2554,2558,2.8,alumni,
889306,sini.naknaen@gmail.com,b'$2b$12$sOba/yWbmeyhzdHwVR00T./YBaskT0Fqrroy3A0JBlWg47zDlHDmC',สิริ,หนักแน่น,sini,naknaen,F,2529-12-20,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2548,2551,3.81,alumni,
448266,phanppn.thaithae@gmail.com,b'$2b$12$b/zDOfJPgB7TwZ8RGIAik.CbRa7bgyokDeD5N1bvhhhB7YNbyF.CS',พรรณปพร,ไทยแท้,phanppn,thaithae,F,2523-11-25,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิทยาศาสตร์ข้อมูลสุขภาพ,ปริญญาตรี 4 ปี,ปริญญาตรี,2541,2544,2.28,alumni,
343642,stina.thnatknueng@gmail.com,b'$2b$12$42augqvghAMaLng1uQXe3OeEqdVxAajlGat6Js/FMOyBQ2quxSGjy',ศศินา,ถนัดกลึง,stina,thnatknueng,F,2513-03-05,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2531,2534,3.98,alumni,https://picsum.photos/978/369
247995,thongrat.naksuthin@gmail.com,b'$2b$12$RB4cubXQqYJXSE5jZ2Vk7.D108y22.lX5iz1IdfvWgp5BehSFE0Ce',ทองรัตน์,นาคสุทิน,thongrat,naksuthin,M,2525-09-09,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2544,2547,2.42,alumni,
776366,phimphitna.bunbamnung@gmail.com,b'$2b$12$KDiSFM3cGpVXOKJ1QNAmZeWRB.1l1lh.tU2jI0WN6RkNmAQDCG3T2',พิมพ์พิชญา,บุญบำรุง,phimphitna,bunbamnung,F,2522-10-03,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2541,2545,2.05,alumni,
544236,chittanan.tinrat@gmail.com,b'$2b$12$DOaNDho2b1xxvkYhUXCYKOwoCXCGabVl1AVfoy8Xp/EHv60rlXTBy',จิตตานันท์,ติณรัตน์,chittanan,tinrat,F,2513-06-13,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2532,2535,3.28,alumni,
393163,phitsini.thanาpot@gmail.com,b'$2b$12$io5XplTGM6A6zKBsgt82f.wW5U5EETVSIFxXuK3B4KvKTXAIF739q',พิชญ์สินี,ธัญาโภชน์,phitsini,thanาpot,F,2534-11-29,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2551,2553,2.5,alumni,https://picsum.photos/310/919
512935,suraida.sniun@gmail.com,b'$2b$12$I75qod7IHWyd4LDlGZL2n.I05HdrG1PeoOnBSMv9cbJNXXGeeFq8i',ซูไรดา,ศรีอุ่น,suraida,sniun,F,2540-05-19,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2560,2563,4.0,alumni,https://picsum.photos/889/415
618076,nariman.yapha@gmail.com,b'$2b$12$x6vSI5HSJBBbdb1f5KKSTut4W13FqbXrqooTGaSLjwGnOjlysCR1a',ณาร์รีมาน,ยะผา,nariman,yapha,F,2516-07-26,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2534,2536,1.36,alumni,
201438,saisuni.naeophna@gmail.com,b'$2b$12$d.zHtd3XFKB8XB69iAhHneHSAk11eEeAnGGM1oPUnZwBOrjBPzxa2',สายสุรีย์,แนวพญา,saisuni,naeophna,F,2513-10-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2530,2533,2.44,alumni,
655930,kiantikong.thaptimthai@gmail.com,b'$2b$12$o8SS62r0c/Hz/kF2NbnhaOCf/SVCBsOTbKfYcC2tWusJo9i4kYIjm',เกียรติก้อง,ทับทิมไทย,kiantikong,thaptimthai,M,2520-01-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2539,2542,2.72,alumni,
456393,phitphan.nuanchi@gmail.com,b'$2b$12$W6XHtPAgTNvtRPgBDEBqkePt/Cry9fyccxL0MIzO9xKi2ef52j4ly',พิศพรรณ,นวลฉวี,phitphan,nuanchi,F,2538-08-02,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2558,2560,1.63,alumni,
644105,phinpha.thnommnut@gmail.com,b'$2b$12$A4213pvAvemi2hI/W.5tze8ttuezETYAp85T82BP9RbQg9jHVtOZK',พีรภัทร์,ถนอมมนุษย์,phinpha,thnommnut,F,2525-02-11,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2545,2549,2.44,alumni,
613610,rani.namthat@gmail.com,b'$2b$12$ssoOuIjrQ4IO4EFxbuGL7OIF0YlcHeTPt7dZZwKq0DqdkmAaF7Hdm',ราณี,นำธวัช,rani,namthat,F,2540-03-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ),ปริญญาตรี,2559,2562,1.84,alumni,
918304,phutt.numkan@gmail.com,b'$2b$12$dFPfduWqA/xfHQijpnshi.15NjenOVwwetK4mBBB0y7UHjF400..W',พุทธ,นุ่มกัน,phutt,numkan,M,2526-04-18,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2544,2546,2.66,alumni,
133281,anchista.khamlue@gmail.com,b'$2b$12$mbkWOR3aIPuLvKpEM4CZh.wnJcDUhJiHsaWJ2lt7piNTgpHtiy5PG',อัญชิษฐา,คำลือ,anchista,khamlue,F,2520-01-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2536,2539,3.47,alumni,https://dummyimage.com/700x858
213875,duangtan.thampnatu@gmail.com,b'$2b$12$Molu6aXCpp8ba/8YyKwWbumjubRNnjEen.WRihRo87TdUC/.WSsmm',ดวงจันทร์,ทำประดู่,duangtan,thampnatu,F,2523-01-14,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2541,2543,3.24,alumni,
689667,phonchnk.nimtham@gmail.com,b'$2b$12$vYMDdA5syhywTxywZCCUcOFu3/II6RxuPnuPnAzsZJvhjZm/Oxu66',พรชนก,นิยมธรรม,phonchnk,nimtham,F,2517-04-03,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2536,2540,2.31,alumni,https://placekitten.com/263/894
126455,thimaphon.thuanthong@gmail.com,b'$2b$12$a2btz5yHefZq89IzbD435u6Y40UxGjS41pHczGg.UPfxT6b1Ix3Uq',ทิมาภรณ์,ทวนทอง,thimaphon,thuanthong,F,2537-06-18,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2556,2558,3.49,alumni,
351929,thongsini.ninahani@gmail.com,b'$2b$12$WgXA/vrEliXvyazKfCiBbOzR.PVZ.AY1U1aAhdSeygpzuzlkyd0Ny',ทองสิริ,นิระหานี,thongsini,ninahani,F,2534-04-03,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาโท 2 ปี นานาชาติ,ปริญญาโท,2554,2556,4.0,alumni,
796029,chrinthip.wakhiman@gmail.com,b'$2b$12$AUerNJrJco3KFlr26wT4DOn04q1IhfKPTf8tdTaCMKXGz.wISXMLO',ชรินทร์ทิพย์,วะคีมัน,chrinthip,wakhiman,F,2516-07-05,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2534,2538,3.31,alumni,
382692,nuni.mueangsuk@gmail.com,b'$2b$12$ITxHEo5cSaOnlIEjezodguUOlzbOTtLffTnlYYmJpOFiU3RTMY1/W',อรุณี,เมืองสุข,nuni,mueangsuk,F,2520-07-06,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2537,2541,1.58,alumni,
584705,nattpn.nathaphintu@gmail.com,b'$2b$12$kZlRK40t/9SrqycTlpkCJum1mVV7N4nSzeDlOomaGR5KHLDTYTayu',ณัฐธภรณ์,นาถะพินธุ,nattpn,nathaphintu,F,2535-02-23,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี,ปริญญาตรี,2554,2557,3.13,alumni,
663703,phatrawut.ninsnua@gmail.com,b'$2b$12$BsZ26VGMOvBhEYv5xUSe4.XtRc0cHSziXblazUl9iYlsoqAXqSspi',ภัทราวุธ,นิลสลัว,phatrawut,ninsnua,F,2535-12-25,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,ปริญญาเอก นานาชาติ,ปริญญาเอก,2555,2556,3.7,alumni,https://picsum.photos/210/529
764538,thimaphon.omphikun@gmail.com,b'$2b$12$Ks5zlCxsqFkwNpmZ9hAXau6V4D8Aq1D8NKaQhe8KlQGgdAWTJIDH2',ทิมาภรณ์,หอมพิกุล,thimaphon,omphikun,F,2511-05-21,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2531,2534,3.55,alumni,
489471,ptm.naeophnit@gmail.com,b'$2b$12$6r7AOOhXuep3xhbBGeriFefOybim4aIB131IHYpF2OAFtcU0WBlXa',ปฐม,แนวพนิช,ptm,naeophnit,M,2536-03-15,คณะวิศวกรรมศาสตร์,ภาควิชาวิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,ปริญญาตรี 4 ปี (โครงการจากพื้นที่การศึกษาราชบุรี),ปริญญาตรี,2554,2558,4.0,alumni,
